name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,genre,YOUTUBE,spotify
Malibu,Malibu,Matthew Harvey,3RlwtjeKhemCfiPvwMFozS,8/14/2019,50,150405,0.435,0.977,0.154,0.85,0.0728,0.0799,-21.451,0.0367,148.1,6,4,Calm,Dance,https://youtu.be/OYIkn61H2Uw?si=3BLeSdEHQLBfoPuq,https://open.spotify.com/track/3RlwtjeKhemCfiPvwMFozS?si=47e7b368358e4b68
Marbles,The First Tindersticks Album,Tindersticks,4iVWQTuwKG4JKtGOjx6T9V,10/11/1993,40,269866,0.49,0.0934,0.521,0.862,0.266,0.148,-9.601,0.0295,107.778,2,4,Sad,Metal,https://youtu.be/JXJyQsLwbA8?si=jLTWGGYi4gntKkHX,https://open.spotify.com/track/3QQEEKeZYDQCGu0GbrsVie?si=2b48d0f28fb34263
Me and Julio Down by the Schoolyard,Paul Simon,Paul Simon,6vxHp3CDNo0afgKGp2yi1E,1/14/1972,73,164813,0.626,0.237,0.816,1.80E-06,0.104,0.798,-10.593,0.13,105.33,9,4,Happy,Dance,https://youtu.be/JVdlpZ4M-Hw?si=clW9AlGw0oIPkhNz,https://open.spotify.com/track/6vxHp3CDNo0afgKGp2yi1E?si=bdcca19f6a624c7e
Melancholé,Melancholé,Biba Dupont,3SdkYA8frHe3BMZsPVPrRq,6/26/2020,34,149647,0.369,0.996,0.0283,0.941,0.101,0.119,-25.76,0.0399,83.391,2,4,Calm,Folk,https://youtu.be/ly9rU3AXm7c?si=VDFn50Fe6aLUy1TG,https://open.spotify.com/track/3SdkYA8frHe3BMZsPVPrRq?si=3e693fab58724e34
Mercy - Live,Retrospective,Hilary Hahn,4BntWROKZB5E0Y0K3LoHSQ,1/19/2018,0,326146,0.211,0.916,0.0838,0.41,0.102,0.0404,-20.882,0.0398,90.249,10,4,Calm,Electronic,https://youtu.be/scJfkG25u5o?si=SNSjRIXX2MDyC7oi,https://open.spotify.com/track/5XOHp6vwsTKz4r4oKPXzZf?si=6bb3c3571b8449a2
Message In A Bottle - Remastered 2003,Reggatta De Blanc (Remastered),The Police,3bN4tg6rnNPy9GCkGhym4T,10/2/1979,1,290280,0.577,0.0338,0.808,1.33E-05,0.221,0.869,-7.04,0.039,151.008,1,4,Happy,Classical,https://youtu.be/WMl1xKJeuuQ?si=Cs1M3tJdV5GdZ_Ha,https://open.spotify.com/track/1oYYd2gnWZYrt89EBXdFiO?si=fa7c78534ea342cf
Midnight Sun,Midnight Sun,Nicky Romero,6qTP59Amjny78Qd8zayuNW,5/10/2019,57,145039,0.614,0.0574,0.98,2.51E-05,0.086,0.179,-3.61,0.199,127.062,3,4,Energetic,Jazz,https://youtu.be/B8WOXfUoOzc?si=rWxy8N78C86WttUM,https://open.spotify.com/track/6qTP59Amjny78Qd8zayuNW?si=f114a8bbf8b14b88
Mil Sonidos,Mil Sonidos,Reina del Mar,11oVQ68B4PnVQHIY6svpXg,10/11/2019,59,192000,0.221,0.958,0.183,0.821,0.102,0.057,-17.59,0.0362,117.321,6,4,Calm,Country,https://youtu.be/RauyxCm6-cQ?si=NT2bgcblHMpTcz68,https://open.spotify.com/track/11oVQ68B4PnVQHIY6svpXg?si=e18da02ac8de4c5f
Mind-wanders,Journey to the unknown,Patrick Hamilton,4sYNRSlV9pGInYcbsC18Jz,7/10/2020,32,207500,0.312,0.959,0.0185,0.901,0.111,0.147,-25.607,0.0437,176.972,9,4,Calm,Punk,https://youtu.be/Q41nhQEzYbw?si=mahhgRKvbUcqPhae,https://open.spotify.com/track/4sYNRSlV9pGInYcbsC18Jz?si=a94ce80f0d374d5f
Mindfulness,Mindfulness,Amoll,3EQPb4sdkNPCHb6AMyUTXj,12/13/2019,29,207554,0.692,0.992,0.00643,0.847,0.0452,0.16,-34.388,0.0553,105.987,9,4,Calm,Indie,https://youtu.be/7Zprj78N-u4?si=p6IjlfgwM6FpMrCN,https://open.spotify.com/track/3EQPb4sdkNPCHb6AMyUTXj?si=dc34082225be4674
Minus,Minus,Daniel Blumberg,5Z8onMr6EW2eNDamrDoWi5,3/15/2018,0,342493,0.244,0.501,0.254,0.0458,0.105,0.0909,-12.966,0.0296,81.049,7,4,Sad,Electronic,https://youtu.be/tepBgl21g6E?si=x-uewcfRlBySKhyW,https://open.spotify.com/track/25T8y4SX6nZzifTcKKKdhG?si=c4071f9d7ca849df
Miss You - Remastered,Some Girls (Deluxe Version),The Rolling Stones,5pTWpY8l7B1XcQnijEFGFj,6/9/1978,53,288666,0.795,0.443,0.71,0.0215,0.344,0.845,-4.746,0.0392,109.689,9,4,Happy,Punk,https://youtu.be/aJDwQjZrYW8?si=T2sb0CTxbo511i6O,https://open.spotify.com/track/5pTWpY8l7B1XcQnijEFGFj?si=fb25717ea49c4600
Misty Mornings,Misty Mornings,Wilson Trouvé,5FXnCOAkMUAf4QIS56MRQL,1/10/2020,30,225700,0.522,0.981,0.0781,0.927,0.361,0.0796,-24.89,0.0424,107.038,10,4,Calm,Country,https://youtu.be/gloG_KxBXmI?si=OvqIQ4qImse6m5wt,https://open.spotify.com/track/5FXnCOAkMUAf4QIS56MRQL?si=2bb210dd76b240d6
Momentum,Momentum,Monocle Twins,7Ln0DgKSrDG0ALbtNwGeml,4/8/2020,52,178741,0.636,0.891,0.248,0.922,0.106,0.138,-17.313,0.0309,117.006,4,3,Calm,Jazz,https://youtu.be/yThqOQoBLtg?si=D6fce_424nNMwmr6,https://open.spotify.com/track/7Ln0DgKSrDG0ALbtNwGeml?si=af8d3e5a3ee340db
Montana,Montana,Le Verne,1EyctTkkGJVS3UYTuy8YZM,5/13/2019,49,133645,0.435,0.913,0.0595,0.882,0.104,0.0898,-17.456,0.0435,115.929,2,4,Calm,Electronic,https://youtu.be/_FBbQElF09U?si=plCRrcZq6lcBQd7l,https://open.spotify.com/track/1EyctTkkGJVS3UYTuy8YZM?si=4b22d185438a426b
Monumental,Monumental,Antuigo,6CKu6K0xvozAgFlQq44Z56,1/28/2020,56,195057,0.491,0.916,0.217,0.962,0.177,0.0647,-6.805,0.0521,99.97,4,4,Calm,Blues,https://youtu.be/4Dd7ALj7fKY?si=AhM4zhsQ7BYu60I8,https://open.spotify.com/album/2tOaZ6dOyRArPGhwiLEklp?si=hK8eEYCwSG-qZSsTh8eWjQ
Morning Shimmer,Morning Shimmer,Vochey,24PDuLZfLOKtAgh4axr36e,5/13/2020,49,218880,0.449,0.58,0.163,0.908,0.114,0.0501,-16.409,0.0361,125.088,11,4,Calm,Metal,https://youtu.be/vrJC1vBVLtA?si=91sCV9osUA1gldgY,https://open.spotify.com/track/24PDuLZfLOKtAgh4axr36e?si=fc1a6fab856a4587
Moulain (Revisited 432hz),Moulain (Revisited 432hz),Steven Vrancken,0zNqfg3MpUGku4T6h2Pmab,7/24/2020,30,143000,0.424,0.972,0.323,0.904,0.103,0.436,-27.586,0.0287,133.382,9,1,Calm,Jazz,https://youtu.be/rb-wiH_sF1A?si=wHfGjg6z1VhHLcKG,https://open.spotify.com/track/0zNqfg3MpUGku4T6h2Pmab?si=d17ef0b5061f4b74
Movies,Movies,Weyes Blood,4ZYFWXoHCIdsdgUdOMK9fr,3/19/2019,30,353732,0.0903,0.646,0.362,0.402,0.106,0.0964,-8.929,0.0337,74.729,7,4,Sad,Pop,https://youtu.be/RFtRq6t3jOo?si=8YI08ocNQmfAeU7v,https://open.spotify.com/track/6f4itfvWzS59Qu7JWorhxn?si=c67457f60df44c2a
Mr. Blue Sky,Out of the Blue,Electric Light Orchestra,2RlgNHKcydI9sayD2Df2xp,1977,82,303373,0.388,0.652,0.338,3.72E-06,0.248,0.477,-10.054,0.0328,177.784,10,4,Happy,Soul,https://youtu.be/wuJIqmha2Hk?si=ZRQ0E4CXFSp9ER4Y,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp?si=032e40cb0ace4633
Mr. Jones,August And Everything After,Counting Crows,5DiXcVovI0FcY2s0icWWUu,1/1/1993,77,272293,0.578,0.183,0.817,3.06E-06,0.285,0.726,-6.542,0.0363,141.621,0,4,Happy,Rock,https://youtu.be/7PAP3kN8J8w?si=rm1WMZtx21MFZEE6,https://open.spotify.com/track/5DiXcVovI0FcY2s0icWWUu?si=20724ec3cae54bc8
Mudshovel,Dysfunction,Staind,6264zKFgXM13JuRBX4MMyD,4/13/1999,65,282093,0.328,0.000224,0.826,0.000944,0.0818,0.341,-5.085,0.0362,106.606,6,4,Energetic,Soul,https://youtu.be/EmH3OugIZt8?si=cTfrHB8VoohCKMa5,https://open.spotify.com/track/6264zKFgXM13JuRBX4MMyD?si=216be83b13bd4117
"Murder Song (5, 4, 3, 2, 1) - Acoustic",All My Demons Greeting Me As A Friend (Deluxe),AURORA,6MM22AtXB7I5gfTErMF0mJ,3/11/2016,55,218666,0.398,0.902,0.0887,1.76E-06,0.0873,0.356,-13.683,0.0334,74.797,9,4,Sad,Folk,https://youtu.be/jTwdGRHl5Mw?si=cNU5K-JS7AQIniQC,https://open.spotify.com/track/7emYgNINPGksV9INAKsjSj?si=15c55612158748cc
My Favourite Game,Best Of,The Cardigans,4LpOPF5RXZhS1GLzclhyaT,1/25/2008,0,220413,0.594,0.000156,0.766,0.00345,0.086,0.453,-7.598,0.0327,143.482,5,4,Energetic,Classical,https://youtu.be/u9WgtlgGAgs?si=LJA5gamqGlvZuAP4,https://open.spotify.com/track/0Ui05Ov0s4PnRc4JI3Pilg?si=2f4667620e704404
My Hero,Greatest Hits,Foo Fighters,7u5dBtASrtOuBTTZjJrvuJ,11/3/2009,60,258973,0.364,6.01E-05,0.925,0.000251,0.0603,0.301,-4.224,0.0659,153.981,4,4,Energetic,Pop,https://youtu.be/EqWRaAF6_WY?si=coxTVZ_Qg2-gJdCB,https://open.spotify.com/track/7u5dBtASrtOuBTTZjJrvuJ?si=ed7515fe9848461c
My Own Worst Enemy,A Place In The Sun,Lit,33iv3wnGMrrDugd7GBso1z,2/22/1999,72,169026,0.494,0.00129,0.946,0,0.398,0.741,-2.757,0.0637,103.408,4,4,Energetic,Folk,https://youtu.be/HXuVsGaywrA?si=yR8JhY4pksCoInR2,https://open.spotify.com/track/33iv3wnGMrrDugd7GBso1z?si=4952859fd61744d0
My Sharona,Get The Knack,The Knack,1HOMkjp0nHMaTnfAkslCQj,1/1/1979,74,295400,0.586,0.0589,0.7,0.00125,0.0318,0.897,-9.558,0.0363,147.245,0,4,Happy,Rock,https://youtu.be/bbr60I0u2Ng?si=CEjDQLHRPydGQFRI,https://open.spotify.com/track/1HOMkjp0nHMaTnfAkslCQj?si=c05b482c99e54b84
My Way - Marcus Santoro Remix,My Way (ft. Alice Berg) [Marcus Santoro Remix],Nicky Romero,29pQasEiyy3Otgq55dzyTt,3/19/2019,0,181147,0.563,0.0122,0.882,2.09E-06,0.0641,0.296,-4.755,0.0596,125.043,1,4,Energetic,Indie,https://youtu.be/5MaED9UINhY?si=ZbFIbmBJAvFEQ6It,https://open.spotify.com/track/4j5oym5wl44NwTOVT9ERhS?si=a29aaf33b59848f0
Mykki,LoveLaws,TT,1Lq9ieTRd9TtXXBh5y63E6,5/18/2018,25,250373,0.665,0.336,0.56,0.0857,0.327,0.414,-7.301,0.0667,98.015,7,4,Sad,Classical,https://youtu.be/Ammk8IbEyk8?si=RXM4x-XcxAzssxYF,https://open.spotify.com/track/1Lq9ieTRd9TtXXBh5y63E6?si=4539e4867af64191
Nazareth,Nazareth,Matteo Myderwyk,2cRD4yq8e8wd6PxS0zhuW3,10/17/2019,22,146125,0.378,0.995,0.0181,0.881,0.104,0.16,-31.001,0.0552,86.533,8,1,Calm,Indie,https://youtu.be/t0QDd_GmQ8U?si=lfaLePmnkjog71h7,https://open.spotify.com/track/7gqR09qkxJcZMbbR1JyK1n?si=587b934904b04e0e
Need You - Ed. & Gustav Munk Remix,Need You (Remixes),Faustix,4cLXtRF6cIFGcuid2OLyUU,9/20/2019,52,200880,0.656,0.00352,0.723,0,0.345,0.412,-7.693,0.0366,125.005,7,4,Happy,Pop,https://youtu.be/Y4e_rYS77Z0?si=vL14VVDEAXWSTzHA,https://open.spotify.com/track/4cLXtRF6cIFGcuid2OLyUU?si=d9bc06d3d3944bda
Never Be Lonely (feat. Envy Monroe),Never Be Lonely (feat. Envy Monroe),Blasterjaxx,5vckEy9NZ6kirDU4UX4bVl,6/7/2019,56,192000,0.587,0.207,0.85,0,0.64,0.528,-3.904,0.0654,127.914,11,4,Energetic,Hip-Hop,https://youtu.be/Jgeoc6uqw1Y?si=aTxeGH5Y-_rQEqZn,https://open.spotify.com/track/5vckEy9NZ6kirDU4UX4bVl?si=561c7c8de8fd40cd
Never Letting Go,Never Letting Go,Audien,5llPdGZJjJFJv9aL6ZaiLY,11/9/2018,58,172519,0.534,0.0915,0.765,0.00107,0.225,0.117,-3.151,0.0338,127.978,1,4,Happy,Indie,https://youtu.be/DLIkv0gJqSg?si=PkxNBV6of3g9fOGl,https://open.spotify.com/track/5llPdGZJjJFJv9aL6ZaiLY?si=b10c37bc570641d3
Never My Love,Voices In The Sky,Isobel Campbell,4zRkmGHVgGGnJMhemMXD6I,8/7/2020,37,206584,0.764,0.666,0.245,0.787,0.0967,0.356,-16.201,0.0383,101.968,8,4,Sad,Pop,https://youtu.be/dh3iHd8Qm68?si=-e9V7ML9-K97AeYy,https://open.spotify.com/track/4zRkmGHVgGGnJMhemMXD6I?si=5313a331bbd04925
Night,Night,Wilson Trouvé,7D04SRPxcqHXjoK0YFPuAq,4/24/2020,31,192941,0.428,0.995,0.00129,0.955,0.0913,0.13,-32.837,0.0753,67.645,0,5,Calm,Metal,https://youtu.be/f--T8GUOsbQ?si=nPwwKx_inUj0PlvS,https://open.spotify.com/track/7D04SRPxcqHXjoK0YFPuAq?si=0d5c0fd232a44a4a
Night Moves,Night Moves,Bob Seger,6UBjSnyP1O5W5ndJoO9vUk,10/22/1976,71,324422,0.705,0.432,0.743,0.0133,0.103,0.374,-6.631,0.042,118.552,1,4,Happy,Folk,https://youtu.be/xH7cSSKnkL4?si=x_6VsCGdkxstzREZ,https://open.spotify.com/track/6UBjSnyP1O5W5ndJoO9vUk?si=66cb61dd437d41c9
Night Surrender,Night Surrender,DeLange,0kox8HaEK0EfeWcNVTOKTy,7/17/2020,38,193653,0.211,0.993,0.00977,0.891,0.0996,0.13,-25.787,0.0396,175.397,1,4,Calm,Rock,https://youtu.be/6VH6hlYDdZc?si=ALlj_ifxIPDqOBCl,https://open.spotify.com/track/3LKpFWuicRlqFoV2RTeXPh?si=80c20508bbe844cf
Night on Earth,Night on Earth,Jerkcurb,2OAOS8qkuKu5Kd8TvA5BAA,7/4/2016,38,340768,0.268,0.0656,0.494,2.61E-05,0.123,0.136,-7.219,0.0321,102.065,4,3,Sad,Electronic,https://youtu.be/85Z_cIDe_co?si=f-mCdS0zQWeNjJpK,https://open.spotify.com/track/1gyO5iqn92t4c70dQFH4OK?si=50375e42e6f54876
No More 54,No More 54,Dada Life,7LgkgNtOYgWfSJsGgDXFop,3/22/2019,46,196273,0.541,0.000492,0.967,0.676,0.103,0.134,-5.682,0.0529,126.026,1,4,Energetic,Country,https://youtu.be/Y9lhf75_ots?si=ASGmjJxWeOQ1F1PK,https://open.spotify.com/track/7LgkgNtOYgWfSJsGgDXFop?si=94c8b9683cab4d82
No One Knows,Songs For The Deaf,Queens of the Stone Age,0melIwOKh1JH4RjI1Is10w,2002,36,278653,0.509,0.0329,0.583,0.000124,0.359,0.67,-4.902,0.0615,170.886,0,4,Energetic,Blues,https://youtu.be/K9WOBsPVjFE?si=CsYkdTzdMh6Cgr94,https://open.spotify.com/track/6NvRxjfYkkT2SpirAlmsjH?si=c3752e74729b4b7a
No Time To Die,No Time To Die,Billie Eilish,73SpzrcaHk0RQPFP73vqVR,2/13/2020,82,242265,0.38,0.917,0.219,0.0104,0.0827,0.0517,-13.273,0.0358,73.537,4,4,Sad,R&B,https://youtu.be/GB_S2qFh5lU?si=LsKyGtkCcuaMzyYK,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR?si=5ad6a62e81bf4c51
No Woman,Light Upon the Lake,Whitney,1CLmFKW99S8eJrebO3GB04,6/3/2016,66,237973,0.581,0.893,0.4,0.576,0.161,0.433,-8.739,0.0291,112.331,2,4,Sad,Dance,https://youtu.be/IY2kxk6qf0E?si=0Ly67IAtuOK-g9VP,https://open.spotify.com/track/5KPXcfXaGOaWUqOHLDXFRP?si=88b40e75a5ac49f0
Nobody,Nobody,Mac DeMarco,46SWSNRB3oAAOu21Apj22z,3/5/2019,50,212460,0.877,0.776,0.178,0.0193,0.107,0.442,-13.987,0.102,74.997,3,4,Sad,Country,https://youtu.be/q0CYoiIu88o?si=gcGPxXdWdM2e5z6j,https://open.spotify.com/track/42EMSKPgulAzr4RLY65Eut?si=7d8b8a042ad34a3d
North,Solo (1*),Ton Snijders,3AtuVA6OJB7ZxBbMfA5qYx,8/7/2020,26,126480,0.522,0.994,0.0155,0.927,0.0949,0.119,-28.022,0.0441,91.764,10,4,Calm,Classical,https://youtu.be/L_dkiPUxt0o?si=zMrqWPZUagw1UBSj,https://open.spotify.com/track/3AtuVA6OJB7ZxBbMfA5qYx?si=ad10c003b0ef4de7
North Captiva,North Captiva,Lundegard,32dZxkZtsF5Vt3PrJQuV2i,6/12/2020,48,194495,0.479,0.918,0.346,0.929,0.111,0.23,-17.916,0.0306,143.965,9,4,Calm,Classical,https://youtu.be/HN2e0vPcNc0?si=CzN0VGkl2nBX41cE,https://open.spotify.com/track/32dZxkZtsF5Vt3PrJQuV2i?si=b794be02aaba4bc1
Not Alone,Not Alone,Otto Knows,7tx0NDsCViutjOyd1c4A28,11/25/2016,44,215447,0.68,0.00538,0.721,0.000216,0.0679,0.267,-6.21,0.0355,122,7,4,Happy,R&B,https://youtu.be/wi6mXhXdMEU?si=Zdg1DoLojuG3HU5q,https://open.spotify.com/track/7tx0NDsCViutjOyd1c4A28?si=8207f1d0ea6d432b
Nowhere Kids,Shapeshifter,Smile Empty Soul,08EI81e55Lcqg2ZelJOXcG,4/1/2016,36,248413,0.511,0.000106,0.914,0.00097,0.195,0.393,-5.31,0.0457,99.011,8,4,Energetic,Metal,https://youtu.be/ZHtteZ7zC7c?si=nPZZtJAaTU2iSUrK,https://open.spotify.com/track/6vIguoUNGW50bed58QaHrq?si=cf31e4c5d70b4850
Oceans,Oceans - EP,Seafret,7Cia4WzapwjMr0NUQF8vf3,1/21/2015,61,216186,0.404,0.274,0.48,8.63E-06,0.132,0.2,-8.906,0.0303,129.162,9,3,Sad,Electronic,https://youtu.be/RpdXBjwXbMg?si=v1-1xqtmngTwomk6,https://open.spotify.com/track/7Cia4WzapwjMr0NUQF8vf3?si=a8bb304bec974fa2
October Rain,Recollections Vol. 4,Various Artists,2jdeYpaoWR0VMIyKrgQMQE,3/27/2020,36,177077,0.187,0.992,0.014,0.923,0.0925,0.144,-29.31,0.0418,69.012,9,4,Calm,Dance,https://youtu.be/1VlzRqfMUk8?si=uucahu1jDYzVGMo2,https://open.spotify.com/track/2jdeYpaoWR0VMIyKrgQMQE?si=47fd085ec4244f04
Old Rain on a New Day,Celestial Siren,Cora Zea,5P8BZ67Vw2CUwAYi12yvYj,3/13/2020,54,225500,0.286,0.971,0.14,0.892,0.134,0.154,-16.496,0.0346,119.191,7,4,Calm,Metal,https://youtu.be/ZqcXLyfKvj0?si=_WrlsDObHKsJVhSQ,https://open.spotify.com/track/5P8BZ67Vw2CUwAYi12yvYj?si=0d7afb204bf14b71
Older Than I Am,Three. Two. One.,Lennon Stella,15VDHAMS4JCLziCjNkmQl1,4/24/2020,66,181533,0.44,0.891,0.306,0,0.103,0.201,-8.947,0.0363,117.288,9,4,Sad,Rock,https://youtu.be/_4oBjU_CzLw?si=s_r00b2kRBTB2Vi7,https://open.spotify.com/track/15VDHAMS4JCLziCjNkmQl1?si=b73324a2ed4849a6
On Another Ocean (January / June),On Another Ocean (January / June) [Edit],Fleet Foxes,2fgMzSoDaPrU4EYsrkAwVn,9/29/2017,0,263373,0.284,0.155,0.523,0.0934,0.0933,0.0697,-6.512,0.0285,100.597,7,4,Sad,Metal,https://youtu.be/9MJr4BnO-g4?si=sKELidD0Ccbra1jz,https://open.spotify.com/track/26iEqS7gedX1MDZY8E3Ggx?si=834219924cb741d7
On My Way (feat. Jordan Kaahn),On My Way (feat. Jordan Kaahn),Robbie Rivera,0kDTkI3VN3LEObv3v3ehhY,7/20/2018,48,218000,0.661,0.0188,0.93,0.00146,0.0919,0.367,-4.208,0.0617,122.052,7,4,Happy,Dance,https://youtu.be/hnTXZGCQyq8?si=au2BlGiSZSGelkvI,https://open.spotify.com/album/6SqWhJyvaRjwKPp6LIVY0n?si=uWoW7VQnRl2g91ok6EFUZA
One More Night,One More Night,Labi Ramaj,0Ov2L3hgjc5TlxKuBpKOQK,2/20/2020,41,180972,0.62,0.00402,0.897,8.56E-05,0.108,0.183,-3.595,0.086,126.013,11,4,Energetic,Blues,https://youtu.be/ID9yOYNvzcI?si=RmFL2E6giXl3HqaN,https://open.spotify.com/track/7fk5F69BIc3D3iTFShtqp0?si=07c7b2cb2b224855
One Night - D.O.D Remix,One Night (D.O.D Remix),Cedric Gervais,5Q0VxlFh80F3LmbGnuDE4M,5/4/2018,41,252500,0.681,0.00732,0.969,0.199,0.219,0.26,-1.394,0.0702,126.024,1,4,Energetic,Indie,https://youtu.be/0_aqPUdt4us?si=S504tlbC9KKL1mBU,https://open.spotify.com/track/5Q0VxlFh80F3LmbGnuDE4M?si=92fcbd458da24903
One Step Closer,Hybrid Theory,Linkin Park,61fUybL3XS40gcffnnNPoX,10/24/2000,54,157333,0.492,0.0014,0.969,1.32E-06,0.0787,0.538,-4.419,0.0491,95.136,9,4,Energetic,Folk,https://youtu.be/k8SbrLmzCR4?si=PVCD6nh4fnyEqDia,https://open.spotify.com/track/3K4HG9evC7dg3N0R9cYqk4?si=aa57c49567a54621
Only,Only,RY X,0yfd3MSq6JEsNxOzSLJR7g,3/4/2016,0,268455,0.373,0.906,0.178,0.558,0.109,0.0933,-15.52,0.0303,108.605,7,4,Sad,Pop,https://youtu.be/MtwkjBeR1lI?si=FymABR7M0iutVhLO,https://open.spotify.com/track/1GxNPd5r7D1zChEMuMhue0?si=ee214fc564aa403c
Only You,We Were Here,Joshua Radin,2ZaYFNn1YQuLSVdHhanr4Q,2006,55,149013,0.545,0.362,0.255,1.77E-05,0.0841,0.831,-14.844,0.0311,98.088,8,4,Sad,R&B,https://youtu.be/X9M2TR39SA8?si=v-3TXIcijabtSucG,https://open.spotify.com/track/2ZaYFNn1YQuLSVdHhanr4Q?si=9cbe422b072a4769
Open Fields,Open Fields,Faelt,24CJS73HBvYtVguUZBnyAn,6/30/2020,39,183181,0.491,0.97,0.197,0.916,0.214,0.216,-19.261,0.0298,132.106,4,4,Calm,Soul,https://youtu.be/07MvUmm9NXc?si=WqCb0J4r7K3-c3XS,https://open.spotify.com/track/24CJS73HBvYtVguUZBnyAn?si=b6e521af1a7a4ba7
Open Skies,Open Skies,Lost Horse Mine,5bATh5zpKb6uauocsl0XRM,4/28/2020,52,154863,0.56,0.00104,0.559,0.812,0.123,0.0869,-7.807,0.0274,133.044,0,4,Calm,Classical,https://youtu.be/-nVijl58b38?si=rGoPDLrn_bJoIWSk,https://open.spotify.com/track/5bATh5zpKb6uauocsl0XRM?si=083ab9a1ca2942ed
Orbits,Orbits,Halfway Escape,6jFX2sHOzh7tpIIOomlrqJ,7/7/2020,33,204827,0.438,0.855,0.404,0.881,0.11,0.4,-13.924,0.039,116.142,6,4,Calm,Indie,https://youtu.be/Cb04P9VjXjA?si=kkLCqwqkZKAO-say,https://open.spotify.com/track/6jFX2sHOzh7tpIIOomlrqJ?si=25d55dbd9df94870
Our Lady of Sorrows,"I Brought You My Bullets, You Brought Me Your Love",My Chemical Romance,46mPWQpvSFkXrr5nWoWW74,2002,50,125626,0.271,0.00099,0.931,0,0.182,0.382,-6.81,0.0785,142.407,1,4,Energetic,Rock,https://youtu.be/HSAXVVl9BUU?si=NxfC_JogLPbx0PxW,https://open.spotify.com/track/46mPWQpvSFkXrr5nWoWW74?si=0908642cb4c044df
Out Of Control,The Reason,Hoobastank,2Uk3uky365BBGidUpOtKvw,1/1/2003,0,162106,0.443,0.00161,0.973,0,0.353,0.458,-4.386,0.133,157.872,4,4,Energetic,Pop,https://youtu.be/E17HnEMloDc?si=NRc-QgRWbxU1Wer2,https://open.spotify.com/track/166u1Cs46FmXoOaTGxh8aB?si=2ca6a26ecd164ba4
Out Of Control - Pat Vocal Mix,Out Of Control EP,Lupe Fuentes,6wCsrMyI3DavGvodBx8A7h,11/27/2017,43,193548,0.864,0.00875,0.742,0.394,0.41,0.689,-6.117,0.043,124.009,1,4,Energetic,Folk,https://youtu.be/qmF4M6eiwjc?si=aIJMso5itXgPbOgU,https://open.spotify.com/track/6wCsrMyI3DavGvodBx8A7h?si=e5195be8b3f54da8
Out of Control,Blind Spot,Lush,13i7d4s5EkgOIDHdzM0R4w,9/30/2017,0,262253,0.328,0.0041,0.799,6.29E-06,0.069,0.502,-5.992,0.0296,169.896,2,3,Sad,Folk,https://youtu.be/eUYKv3V6HKI?si=wDPV31rPbc5EC0LI,https://open.spotify.com/track/7cfZyoIM73ItJXZGkyLs9H?si=8e92c19922924aea
Out of the Deep,Out Of The Deep,Olivia Belli,6HrPFcVFz9wTBqqIrpJ8iB,3/13/2020,45,193207,0.2,0.992,0.0212,0.903,0.0929,0.0631,-32.285,0.0499,74.852,0,1,Calm,Blues,https://youtu.be/vCkndTWh8Rc?si=RULwxAv-HdZVMUWe,https://open.spotify.com/track/6HrPFcVFz9wTBqqIrpJ8iB?si=6136cbf7c7064d3e
Outside,Outside,MorMor,7Cx3kiPstZOSKAqTe3LtEi,3/21/2019,51,238020,0.637,0.0925,0.613,0.425,0.156,0.598,-7.432,0.0272,127.006,1,4,Sad,Indie,https://youtu.be/EqF4xyN280E?si=eajyNEB54XHRV128,https://open.spotify.com/track/7aehX1MYSOcZJ90BkzEzHb?si=04ef688309be449b
Over My Head (Better Off Dead),Does This Look Infected?,Sum 41,3SO0vfryYv381w1ImgWONG,1/1/2002,49,149306,0.44,0.00222,0.919,0.00503,0.0892,0.773,-4.462,0.0735,184.324,7,4,Energetic,Soul,https://youtu.be/AOTjtt9de9A?si=5AR75emu_7fJO4mn,https://open.spotify.com/track/3SO0vfryYv381w1ImgWONG?si=a395559a6edf4a77
Pain,A Deeper Understanding,The War On Drugs,59P1nrdEImkAKa1nyW9X2e,8/25/2017,60,330760,0.523,0.00387,0.833,0.000339,0.0841,0.482,-4.374,0.0405,115.975,7,4,Sad,Jazz,https://youtu.be/Dj_eFigyvQ8?si=CAbSEjTpUZyJaET9,https://open.spotify.com/track/59P1nrdEImkAKa1nyW9X2e?si=087266b5bf8c46f1
Panoramic Feelings (Piano Version),Panoramic Feelings (Piano Version),LudoWic,3hxqWxFfmbIYcrV0e7wSyL,10/25/2019,33,230284,0.25,0.991,0.00846,0.896,0.0853,0.0638,-24.348,0.0373,78.552,8,1,Calm,Punk,https://youtu.be/gNahunNmlb0?si=sUpgvU-ATwp1rsnn,https://open.spotify.com/track/3hxqWxFfmbIYcrV0e7wSyL?si=d73fac188c634dce
Papercut,Hybrid Theory (Bonus Edition),Linkin Park,1Vej0qeQ3ioKwpI6FUbRv1,10/24/2000,73,184866,0.524,0.00022,0.939,0,0.623,0.661,-3.994,0.113,150.184,9,4,Energetic,Hip-Hop,https://youtu.be/vjVkXlxsO8Q?si=iBvCSC8cCjqLVTJs,https://open.spotify.com/track/1Vej0qeQ3ioKwpI6FUbRv1?si=2ac950dd82524ba9
